City1,City2,Hexcode1,Hexcode2,Hexcode3,Hexcode4,Hexcode5,Hexcode6,Hexcode7
"Kansas City, MO, USA","New York City, NY, USA",#a51f99,#e87059,#ffffff,,,,
"New York City, NY, USA","Den Haag, Netherlands",#a62098,#e76f5a,#ffffff,,,,
"Den Haag, Netherlands","Amsterdam, Netherlands",#a62098,#e76f5a,#ffffff,,,,
"Amsterdam, Netherlands","Eindhoven, Netherlands",#a62098,#e76f5a,#ffffff,,,,
"Eindhoven, Netherlands","Den Haag, Netherlands",#a62098,#e76f5a,#ffffff,,,,
"Den Haag, Netherlands","Amsterdam, Netherlands",#a62098,#e76f5a,#ffffff,,,,
"Amsterdam, Netherlands","Utrecht, Netherlands",#a62098,#e76f5a,#ffffff,,,,
"Utrecht, Netherlands","Zwolle, Netherlands",#a62098,#e76f5a,#ffffff,,,,
"Zwolle, Netherlands","Groningen, Netherlands",#a62098,#e76f5a,#ffffff,,,,
"Groningen, Netherlands","Den Haag, Netherlands",#a62098,#e76f5a,#ffffff,,,,
"Den Haag, Netherlands","Arnhem, Netherlands",#a62098,#e76f5a,#ffffff,,,,
"Arnhem, Netherlands","Amsterdam, Netherlands",#a62098,#e76f5a,#ffffff,,,,
"Amsterdam, Netherlands","Dubrovnik, Socialist Federal Republic of Yugoslavia",#a62098,#e76f5a,#ffffff,,,,
"Dubrovnik, Socialist Federal Republic of Yugoslavia","Dubrovnik, Socialist Federal Republic of Yugoslavia",#a72197,#e76e5b,#ffffff,,,,
"Dubrovnik, Socialist Federal Republic of Yugoslavia","Split, Socialist Federal Republic of Yugoslavia",#a72197,#e76e5b,#ffffff,,,,
"Split, Socialist Federal Republic of Yugoslavia","Ljubljana, Socialist Federal Republic of Yugoslavia",#a72197,#e76e5b,#ffffff,,,,
"Ljubljana, Socialist Federal Republic of Yugoslavia","Porto Santo Stefano, Italy",#a72197,#e76e5b,#ffffff,,,,
"Porto Santo Stefano, Italy","Porto Santo Stefano, Italy",#a72197,#e76e5b,#ffffff,,,,
"Porto Santo Stefano, Italy","Verona, Italy",#a72197,#e76e5b,#ffffff,,,,
"Verona, Italy","Livorno, Italy",#a72197,#e76e5b,#ffffff,,,,
"Livorno, Italy","Livorno, Italy",#a72197,#e76e5b,#ffffff,,,,
"Livorno, Italy","Edinburgh, Scotland",#a72197,#e76e5b,#ffffff,,,,
"Edinburgh, Scotland","Edinburgh, Scotland",#a72197,#e76e5b,#ffffff,,,,
"Edinburgh, Scotland","Washington, D.C., USA",#a72197,#e76e5b,#ffffff,,,,
"Washington, D.C., USA","New York City, NY, USA",#aa2395,#e56b5d,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#ab2494,#e56a5d,#ffffff,,,,
"New York City, NY, USA","Worcester, MA, USA",#ab2494,#e56a5d,#ffffff,,,,
"Worcester, MA, USA","Hanover, NH, USA",#ab2494,#e56a5d,#ffffff,,,,
"Hanover, NH, USA","Wellsville, NY, USA",#ab2494,#e56a5d,#ffffff,,,,
"Wellsville, NY, USA","Buffalo, NY, USA",#ab2494,#e56a5d,#ffffff,,,,
"Buffalo, NY, USA","Westerville, OH, USA",#ab2494,#e56a5d,#ffffff,,,,
"Westerville, OH, USA","Ann Arbor, MI, USA",#ab2494,#e56a5d,#ffffff,,,,
"Ann Arbor, MI, USA","Detroit, MI, USA",#ab2494,#e56a5d,#ffffff,,,,
"Detroit, MI, USA","Chicago, IL, USA",#ab2494,#e56a5d,#ffffff,,,,
"Chicago, IL, USA","Fairfield, IA, USA",#ab2494,#e56a5d,#ffffff,,,,
"Fairfield, IA, USA","Dubuque, IA, USA",#ab2494,#e56a5d,#ffffff,,,,
"Dubuque, IA, USA","LaSalle, IL, USA",#ab2494,#e56a5d,#ffffff,,,,
"LaSalle, IL, USA","Milwaukee, WI, USA",#ab2494,#e56a5d,#ffffff,,,,
"Milwaukee, WI, USA","Elgin, IL, USA",#ab2494,#e56a5d,#ffffff,,,,
"Elgin, IL, USA","Columbia, MO, USA",#ab2494,#e56a5d,#ffffff,,,,
"Columbia, MO, USA","Evansville, IN, USA",#ab2494,#e56a5d,#ffffff,,,,
"Evansville, IN, USA","Selden, NY, USA",#ab2494,#e56a5d,#ffffff,,,,
"Selden, NY, USA","New York City, NY, USA",#ab2494,#e56a5d,#ffffff,,,,
"New York City, NY, USA","Freeport, NY, USA",#ab2494,#e56a5d,#ffffff,,,,
"Freeport, NY, USA","Red Bank, NJ, USA",#ab2494,#e56a5d,#ffffff,,,,
"Red Bank, NJ, USA","Hamilton, NY, USA",#ab2494,#e56a5d,#ffffff,,,,
"Hamilton, NY, USA","Saratoga Springs, NY, USA",#ab2494,#e56a5d,#ffffff,,,,
"Saratoga Springs, NY, USA","Millersville, PA, USA",#ab2494,#e56a5d,#ffffff,,,,
"Millersville, PA, USA","Bethlehem, PA, USA",#ab2494,#e56a5d,#ffffff,,,,
"Bethlehem, PA, USA","Bethlehem, PA, USA",#ab2494,#e56a5d,#ffffff,,,,
"Bethlehem, PA, USA","Baltimore, MD, USA",#ab2494,#e56a5d,#ffffff,,,,
"Baltimore, MD, USA","Washington, D.C., USA",#ab2494,#e56a5d,#ffffff,,,,
"Washington, D.C., USA","College Park, MD, USA",#ab2494,#e56a5d,#ffffff,,,,
"College Park, MD, USA","Petersburg, VA, USA",#ab2494,#e56a5d,#ffffff,,,,
"Petersburg, VA, USA","Altoona, PA, USA",#ac2694,#e4695e,#ffffff,,,,
"Altoona, PA, USA","West Liberty, WV, USA",#ac2694,#e4695e,#ffffff,,,,
"West Liberty, WV, USA","Shepherdstown, WV, USA",#ac2694,#e4695e,#ffffff,,,,
"Shepherdstown, WV, USA","Elkins, WV, USA",#ac2694,#e4695e,#ffffff,,,,
"Elkins, WV, USA","Bluefield, WV, USA",#ac2694,#e4695e,#ffffff,,,,
"Bluefield, WV, USA","Montgomery, WV, USA",#ac2694,#e4695e,#ffffff,,,,
"Montgomery, WV, USA","Institute, WV, USA",#ac2694,#e4695e,#ffffff,,,,
"Institute, WV, USA","Niagara, NY, USA",#ac2694,#e4695e,#ffffff,,,,
"Niagara, NY, USA","New York City, NY, USA",#ac2694,#e4695e,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#ac2694,#e4695e,#ffffff,,,,
"New York City, NY, USA","Yonkers, NY, USA",#ac2694,#e4695e,#ffffff,,,,
"Yonkers, NY, USA","Batavia, NY, USA",#ac2694,#e4695e,#ffffff,,,,
"Batavia, NY, USA","Cobleskill, NY, USA",#ac2694,#e4695e,#ffffff,,,,
"Cobleskill, NY, USA","Oneonta, NY, USA",#ac2694,#e4695e,#ffffff,,,,
"Oneonta, NY, USA","Oneonta, NY, USA",#ac2694,#e4695e,#ffffff,,,,
"Oneonta, NY, USA","Jamestown, NY, USA",#ac2694,#e4695e,#ffffff,,,,
"Jamestown, NY, USA","Fredonia, NY, USA",#ac2694,#e4695e,#ffffff,,,,
"Fredonia, NY, USA","Fredonia, NY, USA",#ac2694,#e4695e,#ffffff,,,,
"Fredonia, NY, USA","Plainfield, NJ, USA",#ac2694,#e4695e,#ffffff,,,,
"Plainfield, NJ, USA","Cambridge, MA, USA",#ac2694,#e4695e,#ffffff,,,,
"Cambridge, MA, USA","Northfield, MA, USA",#ac2694,#e4695e,#ffffff,,,,
"Northfield, MA, USA","New York City, NY, USA",#ac2694,#e4695e,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#ac2694,#e4695e,#ffffff,,,,
"New York City, NY, USA","Atlantic City, NJ, USA",#ac2694,#e4695e,#ffffff,,,,
"Atlantic City, NJ, USA","Cambridge, MA, USA",#ad2793,#e3685f,#ffffff,,,,
"Cambridge, MA, USA","Cambridge, MA, USA",#ad2793,#e3685f,#ffffff,,,,
"Cambridge, MA, USA","Newark, DE, USA",#ad2793,#e3685f,#ffffff,,,,
"Newark, DE, USA","Los Angeles, CA, USA",#ad2793,#e3685f,#ffffff,,,,
"Los Angeles, CA, USA","Los Angeles, CA, USA",#ae2892,#e26660,#ffffff,,,,
"Los Angeles, CA, USA","Rochester, NY, USA",#ae2892,#e26660,#ffffff,,,,
"Rochester, NY, USA","Rochester, NY, USA",#ae2892,#e26660,#ffffff,,,,
"Rochester, NY, USA","Saratoga Springs, NY, USA",#ae2892,#e26660,#ffffff,,,,
"Saratoga Springs, NY, USA","Saratoga Springs, NY, USA",#ae2892,#e26660,#ffffff,,,,
"Saratoga Springs, NY, USA","New London, CT, USA",#ae2892,#e26660,#ffffff,,,,
"New London, CT, USA","New London, CT, USA",#ae2892,#e26660,#ffffff,,,,
"New London, CT, USA","Westchester, NY, USA",#ae2892,#e26660,#ffffff,,,,
"Westchester, NY, USA","East Meadow, NY, USA",#ae2892,#e26660,#ffffff,,,,
"East Meadow, NY, USA","Storrs, CT, USA",#b02991,#e26561,#ffffff,,,,
"Storrs, CT, USA","New Rochelle, NY, USA",#b02991,#e26561,#ffffff,,,,
"New Rochelle, NY, USA","Gettysburg, PA, USA",#b02991,#e26561,#ffffff,,,,
"Gettysburg, PA, USA","Harrisonburg, VA, USA",#b02991,#e26561,#ffffff,,,,
"Harrisonburg, VA, USA","Pittsburgh, PA, USA",#b02991,#e26561,#ffffff,,,,
"Pittsburgh, PA, USA","Lancaster, PA, USA",#b02991,#e26561,#ffffff,,,,
"Lancaster, PA, USA","Mount Pleasant, MI, USA",#b02991,#e26561,#ffffff,,,,
"Mount Pleasant, MI, USA","Muncie, IN, USA",#b02991,#e26561,#ffffff,,,,
"Muncie, IN, USA","DeKalb, IL, USA",#b02991,#e26561,#ffffff,,,,
"DeKalb, IL, USA","Stevens Point, WI, USA",#b02991,#e26561,#ffffff,,,,
"Stevens Point, WI, USA","Eau Claire, WI, USA",#b02991,#e26561,#ffffff,,,,
"Eau Claire, WI, USA","St. Paul, MN, USA",#b02991,#e26561,#ffffff,,,,
"St. Paul, MN, USA","Mankato, MN, USA",#b02991,#e26561,#ffffff,,,,
"Mankato, MN, USA","Pendleton, OR, USA",#b02991,#e26561,#ffffff,,,,
"Pendleton, OR, USA","Yakima, WA, USA",#b02991,#e26561,#ffffff,,,,
"Yakima, WA, USA","Seattle, WA, USA",#b02991,#e26561,#ffffff,,,,
"Seattle, WA, USA","Everett, WA, USA",#b02991,#e26561,#ffffff,,,,
"Everett, WA, USA","Portland, OR, USA",#b02991,#e26561,#ffffff,,,,
"Portland, OR, USA","Beaverton, OR, USA",#b02991,#e26561,#ffffff,,,,
"Beaverton, OR, USA","Redding, CA, USA",#b02991,#e26561,#ffffff,,,,
"Redding, CA, USA","San Jose, CA, USA",#b12a90,#e16462,#ffffff,,,,
"San Jose, CA, USA","Berkeley, CA, USA",#b12a90,#e16462,#ffffff,,,,
"Berkeley, CA, USA","Berkeley, CA, USA",#b12a90,#e16462,#ffffff,,,,
"Berkeley, CA, USA","Hayward, CA, USA",#b12a90,#e16462,#ffffff,,,,
"Hayward, CA, USA","Reno, NV, USA",#b12a90,#e16462,#ffffff,,,,
"Reno, NV, USA","Santa Rosa, CA, USA",#b12a90,#e16462,#ffffff,,,,
"Santa Rosa, CA, USA","China Lake, CA, USA",#b12a90,#e16462,#ffffff,,,,
"China Lake, CA, USA","Los Angeles, CA, USA",#b12a90,#e16462,#ffffff,,,,
"Los Angeles, CA, USA","Los Angeles, CA, USA",#b12a90,#e16462,#ffffff,,,,
"Los Angeles, CA, USA","Riverside, CA, USA",#b12a90,#e16462,#ffffff,,,,
"Riverside, CA, USA","Long Beach, CA, USA",#b12a90,#e16462,#ffffff,,,,
"Long Beach, CA, USA","Palm Springs, CA, USA",#b12a90,#e16462,#ffffff,,,,
"Palm Springs, CA, USA","Tempe, AZ, USA",#b12a90,#e16462,#ffffff,,,,
"Tempe, AZ, USA","New York City, NY, USA",#b12a90,#e16462,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#b12a90,#e16462,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#b12a90,#e16462,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#b12a90,#e16462,#ffffff,,,,
"New York City, NY, USA","Río Piedras, Puerto Rico",#b12a90,#e16462,#ffffff,,,,
"Río Piedras, Puerto Rico","Christiansted, St. Croix, U.S. Virgin Islands",#b12a90,#e16462,#ffffff,,,,
"Christiansted, St. Croix, U.S. Virgin Islands","St. Thomas, U.S. Virgin Islands",#b12a90,#e16462,#ffffff,,,,
"St. Thomas, U.S. Virgin Islands","New York City, NY, USA",#b12a90,#e16462,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#b22b8f,#e06363,#ffffff,,,,
"New York City, NY, USA","South Hadley, MA, USA",#b22b8f,#e06363,#ffffff,,,,
"South Hadley, MA, USA","Washington, D.C., USA",#b22b8f,#e06363,#ffffff,,,,
"Washington, D.C., USA","Farmville, VA, USA",#b22b8f,#e06363,#ffffff,,,,
"Farmville, VA, USA","Charlottesville, VA, USA",#b22b8f,#e06363,#ffffff,,,,
"Charlottesville, VA, USA","Richmond, VA, USA",#b22b8f,#e06363,#ffffff,,,,
"Richmond, VA, USA","Sweet Briar, VA, USA",#b22b8f,#e06363,#ffffff,,,,
"Sweet Briar, VA, USA","Greensboro, NC, USA",#b22b8f,#e06363,#ffffff,,,,
"Greensboro, NC, USA","Greensboro, NC, USA",#b22b8f,#e06363,#ffffff,,,,
"Greensboro, NC, USA","Chapel Hill, NC, USA",#b22b8f,#e06363,#ffffff,,,,
"Chapel Hill, NC, USA","Durham, NC, USA",#b22b8f,#e06363,#ffffff,,,,
"Durham, NC, USA","Salisbury, NC, USA",#b22b8f,#e06363,#ffffff,,,,
"Salisbury, NC, USA","Atlanta, GA, USA",#b22b8f,#e06363,#ffffff,,,,
"Atlanta, GA, USA","Statesboro, GA, USA",#b22b8f,#e06363,#ffffff,,,,
"Statesboro, GA, USA","St. Petersburg, FL, USA",#b22b8f,#e06363,#ffffff,,,,
"St. Petersburg, FL, USA","Tampa, FL, USA",#b22b8f,#e06363,#ffffff,,,,
"Tampa, FL, USA","Tallahassee, FL, USA",#b22b8f,#e06363,#ffffff,,,,
"Tallahassee, FL, USA","Tallahassee, FL, USA",#b32c8e,#df6263,#ffffff,,,,
"Tallahassee, FL, USA","Nashville, TN, USA",#b32c8e,#df6263,#ffffff,,,,
"Nashville, TN, USA","Chicago, IL, USA",#b32c8e,#df6263,#ffffff,,,,
"Chicago, IL, USA","Lafayette, IN, USA",#b32c8e,#df6263,#ffffff,,,,
"Lafayette, IN, USA","Fort Wayne, IN, USA",#b32c8e,#df6263,#ffffff,,,,
"Fort Wayne, IN, USA","East Lansing, MI, USA",#b32c8e,#df6263,#ffffff,,,,
"East Lansing, MI, USA","East Lansing, MI, USA",#b32c8e,#df6263,#ffffff,,,,
"East Lansing, MI, USA","Cleveland, OH, USA",#b32c8e,#df6263,#ffffff,,,,
"Cleveland, OH, USA","Delaware, OH, USA",#b32c8e,#df6263,#ffffff,,,,
"Delaware, OH, USA","Trenton, MI, USA",#b32c8e,#df6263,#ffffff,,,,
"Trenton, MI, USA","Ypsilanti, MI, USA",#b32c8e,#df6263,#ffffff,,,,
"Ypsilanti, MI, USA","Ypsilanti, MI, USA",#b32c8e,#df6263,#ffffff,,,,
"Ypsilanti, MI, USA","Slippery Rock, PA, USA",#b32c8e,#df6263,#ffffff,,,,
"Slippery Rock, PA, USA","Williamsport, PA, USA",#b32c8e,#df6263,#ffffff,,,,
"Williamsport, PA, USA","Princeton, NJ, USA",#b32c8e,#df6263,#ffffff,,,,
"Princeton, NJ, USA","Union, NJ, USA",#b32c8e,#df6263,#ffffff,,,,
"Union, NJ, USA","Great Neck, NY, USA",#b32c8e,#df6263,#ffffff,,,,
"Great Neck, NY, USA","Bedford, NY, USA",#b32c8e,#df6263,#ffffff,,,,
"Bedford, NY, USA","West Orange, NJ, USA",#b32c8e,#df6263,#ffffff,,,,
"West Orange, NJ, USA","Deer Park, NY, USA",#b32c8e,#df6263,#ffffff,,,,
"Deer Park, NY, USA","Westport, CT, USA",#b32c8e,#df6263,#ffffff,,,,
"Westport, CT, USA","New York City, NY, USA",#b32c8e,#df6263,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#b32c8e,#df6263,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#b32c8e,#df6263,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#b32c8e,#df6263,#ffffff,,,,
"New York City, NY, USA","Washington, D.C., USA",#b42e8d,#de6164,#ffffff,,,,
"Washington, D.C., USA","Washington, D.C., USA",#b52f8c,#de5f65,#ffffff,,,,
"Washington, D.C., USA","Casablanca, Morocco",#b52f8c,#de5f65,#ffffff,,,,
"Casablanca, Morocco","Casablanca, Morocco",#b52f8c,#de5f65,#ffffff,,,,
"Casablanca, Morocco","Rabat, Morocco",#b52f8c,#de5f65,#ffffff,,,,
"Rabat, Morocco","Meknès, Morocco",#b52f8c,#de5f65,#ffffff,,,,
"Meknès, Morocco","Safi, Morocco",#b52f8c,#de5f65,#ffffff,,,,
"Safi, Morocco","Algiers, Algeria",#b52f8c,#de5f65,#ffffff,,,,
"Algiers, Algeria","Algiers, Algeria",#b52f8c,#de5f65,#ffffff,,,,
"Algiers, Algeria","Oran, Algeria",#b52f8c,#de5f65,#ffffff,,,,
"Oran, Algeria","Carthage, Tunisia",#b52f8c,#de5f65,#ffffff,,,,
"Carthage, Tunisia","Hammamet, Tunisia",#b52f8c,#de5f65,#ffffff,,,,
"Hammamet, Tunisia","Carthage, Tunisia",#b52f8c,#de5f65,#ffffff,,,,
"Carthage, Tunisia","Sfax, Tunisia",#b52f8c,#de5f65,#ffffff,,,,
"Sfax, Tunisia","New York City, NY, USA",#b52f8c,#de5f65,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#b6308b,#dd5e66,#ffffff,,,,
"New York City, NY, USA","Zaporozhye, Russia, U.S.S.R.",#b6308b,#dd5e66,#ffffff,,,,
"Zaporozhye, Russia, U.S.S.R.","Zaporozhye, Russia, U.S.S.R.",#b6308b,#dd5e66,#ffffff,,,,
"Zaporozhye, Russia, U.S.S.R.","Donetsk, Ukraine, U.S.S.R.",#b6308b,#dd5e66,#ffffff,,,,
"Donetsk, Ukraine, U.S.S.R.","Donetsk, Ukraine, U.S.S.R.",#b6308b,#dd5e66,#ffffff,,,,
"Donetsk, Ukraine, U.S.S.R.","Kiev, Ukraine, U.S.S.R.",#b6308b,#dd5e66,#ffffff,,,,
"Kiev, Ukraine, U.S.S.R.","Kiev, Ukraine, U.S.S.R.",#b6308b,#dd5e66,#ffffff,,,,
"Kiev, Ukraine, U.S.S.R.","Voroshilovgrad, Ukraine, U.S.S.R.",#b6308b,#dd5e66,#ffffff,,,,
"Voroshilovgrad, Ukraine, U.S.S.R.","Voroshilovgrad, Ukraine, U.S.S.R.",#b7318a,#dc5d67,#ffffff,,,,
"Voroshilovgrad, Ukraine, U.S.S.R.","Moscow, Russia, U.S.S.R.",#b7318a,#dc5d67,#ffffff,,,,
"Moscow, Russia, U.S.S.R.","Moscow, Russia, U.S.S.R.",#b7318a,#dc5d67,#ffffff,,,,
"Moscow, Russia, U.S.S.R.","Leningrad, Russia, U.S.S.R.",#b7318a,#dc5d67,#ffffff,,,,
"Leningrad, Russia, U.S.S.R.","Leningrad, Russia, U.S.S.R.",#b7318a,#dc5d67,#ffffff,,,,
"Leningrad, Russia, U.S.S.R.","Paris, France",#b7318a,#dc5d67,#ffffff,,,,
"Paris, France","Paris, France",#b7318a,#dc5d67,#ffffff,,,,
"Paris, France","Paris, France",#b7318a,#dc5d67,#ffffff,,,,
"Paris, France","London, England",#b7318a,#dc5d67,#ffffff,,,,
"London, England","London, England",#b7318a,#dc5d67,#ffffff,,,,
"London, England","London, England",#b7318a,#dc5d67,#ffffff,,,,
"London, England","London, England",#b7318a,#dc5d67,#ffffff,,,,
"London, England","New York City, NY, USA",#b7318a,#dc5d67,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#b83289,#db5c68,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#b83289,#db5c68,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#b83289,#db5c68,#ffffff,,,,
"New York City, NY, USA","Washington, D.C., USA",#b83289,#db5c68,#ffffff,,,,
"Washington, D.C., USA","Washington, D.C., USA",#b83289,#db5c68,#ffffff,,,,
"Washington, D.C., USA","Indiana, PA, USA",#b83289,#db5c68,#ffffff,,,,
"Indiana, PA, USA","New Wilmington, PA, USA",#b83289,#db5c68,#ffffff,,,,
"New Wilmington, PA, USA","Ann Arbor, MI, USA",#ba3388,#da5b69,#ffffff,,,,
"Ann Arbor, MI, USA","Ann Arbor, MI, USA",#ba3388,#da5b69,#ffffff,,,,
"Ann Arbor, MI, USA","Richmond, IN, USA",#ba3388,#da5b69,#ffffff,,,,
"Richmond, IN, USA","Ames, IA, USA",#ba3388,#da5b69,#ffffff,,,,
"Ames, IA, USA","Ames, IA, USA",#ba3388,#da5b69,#ffffff,,,,
"Ames, IA, USA","Kirksville, MO, USA",#ba3388,#da5b69,#ffffff,,,,
"Kirksville, MO, USA","Liberty, MO, USA",#ba3388,#da5b69,#ffffff,,,,
"Liberty, MO, USA","St. Cloud, MN, USA",#ba3388,#da5b69,#ffffff,,,,
"St. Cloud, MN, USA","Minneapolis, MN, USA",#ba3388,#da5b69,#ffffff,,,,
"Minneapolis, MN, USA","Northfield, MN, USA",#ba3388,#da5b69,#ffffff,,,,
"Northfield, MN, USA","Cedar Falls, IA, USA",#ba3388,#da5b69,#ffffff,,,,
"Cedar Falls, IA, USA","Cedar Falls, IA, USA",#ba3388,#da5b69,#ffffff,,,,
"Cedar Falls, IA, USA","Grinnell, IA, USA",#ba3388,#da5b69,#ffffff,,,,
"Grinnell, IA, USA","Highland Park, IL, USA",#ba3388,#da5b69,#ffffff,,,,
"Highland Park, IL, USA","Chicago, IL, USA",#ba3388,#da5b69,#ffffff,,,,
"Chicago, IL, USA","Boston, MA, USA",#ba3388,#da5b69,#ffffff,,,,
"Boston, MA, USA","Boston, MA, USA",#ba3388,#da5b69,#ffffff,,,,
"Boston, MA, USA","Kent, CT, USA",#ba3388,#da5b69,#ffffff,,,,
"Kent, CT, USA","Kingston, RI, USA",#ba3388,#da5b69,#ffffff,,,,
"Kingston, RI, USA","Providence, RI, USA",#ba3388,#da5b69,#ffffff,,,,
"Providence, RI, USA","Providence, RI, USA",#ba3388,#da5b69,#ffffff,,,,
"Providence, RI, USA","Wellesley, MA, USA",#ba3388,#da5b69,#ffffff,,,,
"Wellesley, MA, USA","Amherst, MA, USA",#ba3388,#da5b69,#ffffff,,,,
"Amherst, MA, USA","Amherst, MA, USA",#ba3388,#da5b69,#ffffff,,,,
"Amherst, MA, USA","Middletown, NY, USA",#ba3388,#da5b69,#ffffff,,,,
"Middletown, NY, USA","Cincinnati, OH, USA",#ba3388,#da5b69,#ffffff,,,,
"Cincinnati, OH, USA","Cleveland, OH, USA",#ba3388,#da5b69,#ffffff,,,,
"Cleveland, OH, USA","Cleveland, OH, USA",#ba3388,#da5b69,#ffffff,,,,
"Cleveland, OH, USA","Storrs, CT, USA",#ba3388,#da5b69,#ffffff,,,,
"Storrs, CT, USA","Portland, ME, USA",#ba3388,#da5b69,#ffffff,,,,
"Portland, ME, USA","Portland, ME, USA",#ba3388,#da5b69,#ffffff,,,,
"Portland, ME, USA","Bridgeport, CT, USA",#ba3388,#da5b69,#ffffff,,,,
"Bridgeport, CT, USA","New York City, NY, USA",#ba3388,#da5b69,#ffffff,,,,
"New York City, NY, USA","Princeton, NJ, USA",#ba3388,#da5b69,#ffffff,,,,
"Princeton, NJ, USA","Brooklyn, NY, USA",#ba3388,#da5b69,#ffffff,,,,
"Brooklyn, NY, USA","New York City, NY, USA",#bb3488,#da5a6a,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#bb3488,#da5a6a,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#bb3488,#da5a6a,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#bb3488,#da5a6a,#ffffff,,,,
"New York City, NY, USA","New York City, NY, USA",#bb3488,#da5a6a,#ffffff,,,,
"New York City, NY, USA","Holmdel, NJ, USA",#bb3488,#da5a6a,#ffffff,,,,
"Holmdel, NJ, USA","Holmdel, NJ, USA",#bc3587,#d9586a,#ffffff,,,,
"Holmdel, NJ, USA","Detroit, MI, USA",#bc3587,#d9586a,#ffffff,,,,
"Detroit, MI, USA","Detroit, MI, USA",#bc3587,#d9586a,#ffffff,,,,
"Detroit, MI, USA","Los Angeles, CA, USA",#bc3587,#d9586a,#ffffff,,,,
"Los Angeles, CA, USA","Los Angeles, CA, USA",#bc3587,#d9586a,#ffffff,,,,
"Los Angeles, CA, USA","Cupertino, CA, USA",#bc3587,#d9586a,#ffffff,,,,
"Cupertino, CA, USA","Cupertino, CA, USA",#bc3587,#d9586a,#ffffff,,,,
"Cupertino, CA, USA","Berkeley, CA, USA",#bc3587,#d9586a,#ffffff,,,,
"Berkeley, CA, USA","Berkeley, CA, USA",#bc3587,#d9586a,#ffffff,,,,
"Berkeley, CA, USA","Hamilton, Bermuda",#bc3587,#d9586a,#ffffff,,,,
"Hamilton, Bermuda","Hamilton, Bermuda",#bc3587,#d9586a,#ffffff,,,,
"Hamilton, Bermuda","Washington, D.C., USA",#bd3786,#d8576b,#ffffff,,,,
"Washington, D.C., USA","Washington, D.C., USA",#bd3786,#d8576b,#ffffff,,,,
"Washington, D.C., USA","Washington, D.C., USA",#bd3786,#d8576b,#ffffff,,,,
"Washington, D.C., USA","Washington, D.C., USA",#bd3786,#d8576b,#ffffff,,,,
"Washington, D.C., USA","New York City, NY, USA",#bd3786,#d8576b,#ffffff,,,,
"New York City, NY, USA","Ridgewood, NJ, USA",#bd3786,#d8576b,#ffffff,,,,
"Ridgewood, NJ, USA","Shrub Oak, NY, USA",#bd3786,#d8576b,#ffffff,,,,
"Shrub Oak, NY, USA","Washington, D.C., USA",#be3885,#d7566c,#ffffff,,,,
"Washington, D.C., USA","Washington, D.C., USA",#be3885,#d7566c,#ffffff,,,,
"Washington, D.C., USA","Hampton, VA, USA",#be3885,#d7566c,#ffffff,,,,
"Hampton, VA, USA","Winston-Salem, NC, USA",#be3885,#d7566c,#ffffff,,,,
"Winston-Salem, NC, USA","Charlotte, NC, USA",#be3885,#d7566c,#ffffff,,,,
"Charlotte, NC, USA","Charlotte, NC, USA",#be3885,#d7566c,#ffffff,,,,
"Charlotte, NC, USA","Chicago, IL, USA",#be3885,#d7566c,#ffffff,,,,
"Chicago, IL, USA","Ripon, WI, USA",#be3885,#d7566c,#ffffff,,,,
"Ripon, WI, USA","Madison, WI, USA",#be3885,#d7566c,#ffffff,,,,
"Madison, WI, USA","Madison, WI, USA",#be3885,#d7566c,#ffffff,,,,
"Madison, WI, USA","Milwaukee, WI, USA",#be3885,#d7566c,#ffffff,,,,
"Milwaukee, WI, USA","Omaha, NE, USA",#be3885,#d7566c,#ffffff,,,,
"Omaha, NE, USA","Omaha, NE, USA",#be3885,#d7566c,#ffffff,,,,
"Omaha, NE, USA","Houston, TX, USA",#be3885,#d7566c,#ffffff,,,,
"Houston, TX, USA","Houston, TX, USA",#be3885,#d7566c,#ffffff,,,,
"Houston, TX, USA","McAllen, TX, USA",#be3885,#d7566c,#ffffff,,,,
"McAllen, TX, USA","McAllen, TX, USA",#be3885,#d7566c,#ffffff,,,,
"McAllen, TX, USA","Galveston, TX, USA",#be3885,#d7566c,#ffffff,,,,
"Galveston, TX, USA","Galveston, TX, USA",#be3885,#d7566c,#ffffff,,,,
"Galveston, TX, USA","Austin, TX, USA",#be3885,#d7566c,#ffffff,,,,
"Austin, TX, USA","Oklahoma City, OK, USA",#be3885,#d7566c,#ffffff,,,,
